State,year,month,PRCP,EVAP,TMIN,TMAX,mean_elevation,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Percentage of Federal Land,Urbanization Rate (%),total_fire_size
NC,2008,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,184.3
NC,2009,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,391.2
NC,2009,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,4325.9
NC,2009,3,50.0,58.22,0.0,278.0,210,48618,5201,53819,0.078,66.7,4917.25
NC,2009,4,9.82,74.18,11.0,322.0,210,48618,5201,53819,0.078,66.7,4655.3
NC,2009,5,58.12,59.38,56.0,317.0,210,48618,5201,53819,0.078,66.7,815.4
NC,2009,6,60.22,69.53,144.0,339.0,210,48618,5201,53819,0.078,66.7,355.1
NC,2009,7,36.87,64.58,133.0,350.0,210,48618,5201,53819,0.078,66.7,3307.8
NC,2009,8,39.33,51.04,183.0,367.0,210,48618,5201,53819,0.078,66.7,161.5
NC,2009,9,28.12,44.88,83.0,317.0,210,48618,5201,53819,0.078,66.7,93.9
NC,2009,10,19.5,0.14,50.0,289.0,210,48618,5201,53819,0.078,66.7,71.6
NC,2009,11,24.71,29.71,28.0,228.0,210,48618,5201,53819,0.078,66.7,250.5
NC,2009,12,74.85,30.54,-6.0,228.0,210,48618,5201,53819,0.078,66.7,12.7
NC,2010,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,342.1
NC,2010,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,1216.1
NC,2010,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,3043.5
NC,2010,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,5316.05
NC,2010,5,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,1469.65
NC,2010,6,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,591.4
NC,2010,7,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,948.55
NC,2010,8,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,156.5
NC,2010,9,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,2424.45
NC,2010,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,618.15
NC,2010,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,680.95
NC,2010,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,210,48618,5201,53819,0.078,66.7,179.9
ND,1992,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.1
ND,1992,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,50.0
ND,1992,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1003.6
ND,1992,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1255.7
ND,1992,5,11.55,62.71,-44.0,350.0,580,69001,1698,70698,0.039,61.0,685.9
ND,1992,6,21.11,64.54,-17.0,344.0,580,69001,1698,70698,0.039,61.0,29.2
ND,1992,7,20.81,49.39,44.0,311.0,580,69001,1698,70698,0.039,61.0,82.0
ND,1992,8,15.16,53.3,0.0,378.0,580,69001,1698,70698,0.039,61.0,47.3
ND,1992,9,9.56,41.98,-61.0,350.0,580,69001,1698,70698,0.039,61.0,60.0
ND,1992,10,1.3,33.93,-94.0,339.0,580,69001,1698,70698,0.039,61.0,3159.0
ND,1992,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.1
ND,1993,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,45.5
ND,1993,4,14.0,30.21,-56.0,228.0,580,69001,1698,70698,0.039,61.0,1905.4
ND,1993,5,18.87,50.69,-17.0,317.0,580,69001,1698,70698,0.039,61.0,775.9
ND,1993,6,40.22,52.77,11.0,333.0,580,69001,1698,70698,0.039,61.0,40.3
ND,1993,7,66.02,43.77,50.0,328.0,580,69001,1698,70698,0.039,61.0,15.6
ND,1993,8,17.01,46.8,6.0,328.0,580,69001,1698,70698,0.039,61.0,0.4
ND,1993,9,3.07,36.79,-83.0,311.0,580,69001,1698,70698,0.039,61.0,39.3
ND,1993,10,0.0,35.3,-67.0,283.0,580,69001,1698,70698,0.039,61.0,987.3
ND,1993,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,114.1
ND,1993,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.1
ND,1994,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,48.4
ND,1994,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,7356.8
ND,1994,5,15.19,61.96,-22.0,317.0,580,69001,1698,70698,0.039,61.0,3017.8
ND,1994,6,28.88,53.7,56.0,322.0,580,69001,1698,70698,0.039,61.0,35.4
ND,1994,7,14.79,59.33,33.0,367.0,580,69001,1698,70698,0.039,61.0,21.5
ND,1994,8,14.93,51.53,-11.0,389.0,580,69001,1698,70698,0.039,61.0,586.1
ND,1994,9,14.98,41.01,0.0,372.0,580,69001,1698,70698,0.039,61.0,139.0
ND,1994,10,38.9,17.77,-72.0,239.0,580,69001,1698,70698,0.039,61.0,411.8
ND,1994,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,126.5
ND,1995,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.5
ND,1995,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.1
ND,1995,4,10.92,30.2,-139.0,178.0,580,69001,1698,70698,0.039,61.0,465.1
ND,1995,5,34.4,38.21,-11.0,294.0,580,69001,1698,70698,0.039,61.0,153.3
ND,1995,6,21.21,61.38,11.0,378.0,580,69001,1698,70698,0.039,61.0,24.3
ND,1995,7,35.89,61.38,44.0,356.0,580,69001,1698,70698,0.039,61.0,28.4
ND,1995,8,25.08,55.81,72.0,378.0,580,69001,1698,70698,0.039,61.0,161.3
ND,1995,9,6.51,36.97,-100.0,344.0,580,69001,1698,70698,0.039,61.0,83.8
ND,1995,10,5.87,23.73,-22.0,283.0,580,69001,1698,70698,0.039,61.0,662.7
ND,1995,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,466.0
ND,1995,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2.1
ND,1996,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.1
ND,1996,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,4.0
ND,1996,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,20.0
ND,1996,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,689.6
ND,1996,5,14.66,36.87,-28.0,250.0,580,69001,1698,70698,0.039,61.0,2360.7
ND,1996,6,24.64,64.24,39.0,361.0,580,69001,1698,70698,0.039,61.0,81.2
ND,1996,7,29.45,59.96,44.0,356.0,580,69001,1698,70698,0.039,61.0,56.4
ND,1996,8,11.73,63.16,61.0,378.0,580,69001,1698,70698,0.039,61.0,737.9
ND,1996,9,16.12,39.35,-28.0,350.0,580,69001,1698,70698,0.039,61.0,382.2
ND,1996,10,3.6,30.4,-78.0,294.0,580,69001,1698,70698,0.039,61.0,390.3
ND,1996,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,79.39999999999999
ND,1997,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,6.7
ND,1997,4,9.0,38.78,-67.0,206.0,580,69001,1698,70698,0.039,61.0,1506.6
ND,1997,5,3.69,54.98,-28.0,311.0,580,69001,1698,70698,0.039,61.0,786.4
ND,1997,6,13.3,70.58,44.0,356.0,580,69001,1698,70698,0.039,61.0,180.6
ND,1997,7,33.44,60.28,44.0,344.0,580,69001,1698,70698,0.039,61.0,59.8
ND,1997,8,12.04,54.17,22.0,372.0,580,69001,1698,70698,0.039,61.0,98.9
ND,1997,9,4.96,48.39,-44.0,339.0,580,69001,1698,70698,0.039,61.0,512.9
ND,1997,10,16.69,34.36,-100.0,344.0,580,69001,1698,70698,0.039,61.0,3044.7
ND,1997,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,3.5
ND,1997,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,3.7
ND,1998,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,3.2
ND,1998,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1500.2
ND,1998,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,10.5
ND,1998,4,5.93,40.03,-67.0,261.0,580,69001,1698,70698,0.039,61.0,2357.3
ND,1998,5,7.4,62.55,0.0,306.0,580,69001,1698,70698,0.039,61.0,1150.9
ND,1998,6,28.26,42.86,-22.0,317.0,580,69001,1698,70698,0.039,61.0,119.8
ND,1998,7,12.94,65.54,56.0,383.0,580,69001,1698,70698,0.039,61.0,114.2
ND,1998,8,24.84,57.8,61.0,367.0,580,69001,1698,70698,0.039,61.0,345.9
ND,1998,9,8.79,46.67,-17.0,389.0,580,69001,1698,70698,0.039,61.0,1840.8
ND,1998,10,38.13,24.38,-44.0,256.0,580,69001,1698,70698,0.039,61.0,268.5
ND,1998,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,11.2
ND,1998,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,37.6
ND,1999,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,7.0
ND,1999,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2239.7
ND,1999,4,7.81,37.5,-78.0,222.0,580,69001,1698,70698,0.039,61.0,1860.6
ND,1999,5,38.53,47.53,0.0,311.0,580,69001,1698,70698,0.039,61.0,377.6
ND,1999,6,22.74,55.95,17.0,333.0,580,69001,1698,70698,0.039,61.0,9.5
ND,1999,7,22.35,63.61,61.0,394.0,580,69001,1698,70698,0.039,61.0,78.4
ND,1999,8,16.3,54.4,50.0,356.0,580,69001,1698,70698,0.039,61.0,105.8
ND,1999,9,12.47,30.4,-50.0,339.0,580,69001,1698,70698,0.039,61.0,42.5
ND,1999,10,2.46,25.31,-100.0,250.0,580,69001,1698,70698,0.039,61.0,63236.8
ND,1999,11,0.56,19.0,-61.0,267.0,580,69001,1698,70698,0.039,61.0,2441.7
ND,1999,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,598.0
ND,2000,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,33.7
ND,2000,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,14.0
ND,2000,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2389.8
ND,2000,4,11.9,35.7,-94.0,256.0,580,69001,1698,70698,0.039,61.0,6687.2
ND,2000,5,16.1,53.12,-22.0,311.0,580,69001,1698,70698,0.039,61.0,1003.5
ND,2000,6,35.3,52.51,-11.0,333.0,580,69001,1698,70698,0.039,61.0,16.4
ND,2000,7,26.8,63.89,61.0,383.0,580,69001,1698,70698,0.039,61.0,32.0
ND,2000,8,18.22,66.72,33.0,389.0,580,69001,1698,70698,0.039,61.0,4618.2
ND,2000,9,14.27,46.21,-61.0,356.0,580,69001,1698,70698,0.039,61.0,2207.9
ND,2000,10,1.14,27.57,-61.0,250.0,580,69001,1698,70698,0.039,61.0,1168.5
ND,2000,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.5
ND,2001,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,35.3
ND,2001,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,47.8
ND,2001,4,16.16,54.53,-61.0,322.0,580,69001,1698,70698,0.039,61.0,4120.5
ND,2001,5,12.34,61.28,-6.0,356.0,580,69001,1698,70698,0.039,61.0,1306.4
ND,2001,6,39.96,53.41,11.0,344.0,580,69001,1698,70698,0.039,61.0,15.7
ND,2001,7,40.25,66.55,28.0,344.0,580,69001,1698,70698,0.039,61.0,69.6
ND,2001,8,2.86,67.13,33.0,394.0,580,69001,1698,70698,0.039,61.0,210.4
ND,2001,9,8.93,44.11,-22.0,394.0,580,69001,1698,70698,0.039,61.0,109.9
ND,2001,10,2.81,36.33,-72.0,283.0,580,69001,1698,70698,0.039,61.0,284.2
ND,2001,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,363.9
ND,2001,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,3.6
ND,2002,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,47.2
ND,2002,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,334.3
ND,2002,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,177.1
ND,2002,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,8814.7
ND,2002,5,11.26,60.39,-67.0,294.0,580,69001,1698,70698,0.039,61.0,6780.3
ND,2002,6,29.53,64.94,33.0,389.0,580,69001,1698,70698,0.039,61.0,15968.6
ND,2002,7,19.38,72.82,72.0,389.0,580,69001,1698,70698,0.039,61.0,19099.5
ND,2002,8,15.58,56.94,22.0,333.0,580,69001,1698,70698,0.039,61.0,553.2
ND,2002,9,8.32,42.81,-50.0,367.0,580,69001,1698,70698,0.039,61.0,64.4
ND,2002,10,5.13,22.58,-78.0,256.0,580,69001,1698,70698,0.039,61.0,387.5
ND,2002,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,422.8
ND,2002,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,170.0
ND,2003,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2.0
ND,2003,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2.0
ND,2003,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1201.6
ND,2003,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,11152.7
ND,2003,5,20.28,50.96,-56.0,317.0,580,69001,1698,70698,0.039,61.0,856.4
ND,2003,6,24.49,52.26,33.0,333.0,580,69001,1698,70698,0.039,61.0,25.5
ND,2003,7,12.0,71.29,56.0,400.0,580,69001,1698,70698,0.039,61.0,620.6
ND,2003,8,11.38,72.93,22.0,394.0,580,69001,1698,70698,0.039,61.0,4237.0
ND,2003,9,15.45,44.69,-78.0,372.0,580,69001,1698,70698,0.039,61.0,882.7
ND,2003,10,4.59,46.06,-39.0,294.0,580,69001,1698,70698,0.039,61.0,3517.9
ND,2003,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.5
ND,2003,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.0
ND,2004,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,320.7
ND,2004,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,6970.9
ND,2004,5,23.67,46.0,-78.0,278.0,580,69001,1698,70698,0.039,61.0,2483.2
ND,2004,6,10.86,53.98,-11.0,333.0,580,69001,1698,70698,0.039,61.0,369.3
ND,2004,7,19.96,64.9,50.0,389.0,580,69001,1698,70698,0.039,61.0,542.6
ND,2004,8,17.13,47.95,-6.0,350.0,580,69001,1698,70698,0.039,61.0,2940.52
ND,2004,9,14.79,38.35,-6.0,378.0,580,69001,1698,70698,0.039,61.0,3925.37
ND,2004,10,6.05,31.32,-100.0,289.0,580,69001,1698,70698,0.039,61.0,515.6
ND,2004,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,180.6
ND,2004,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.1
ND,2005,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,201.0
ND,2005,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,5.0
ND,2005,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,336.3
ND,2005,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,4507.9
ND,2005,5,26.02,44.39,-67.0,278.0,580,69001,1698,70698,0.039,61.0,1728.8
ND,2005,6,46.34,61.6,50.0,344.0,580,69001,1698,70698,0.039,61.0,36.9
ND,2005,7,12.73,69.89,67.0,378.0,580,69001,1698,70698,0.039,61.0,651.5
ND,2005,8,14.43,64.92,22.0,378.0,580,69001,1698,70698,0.039,61.0,2495.6
ND,2005,9,3.28,47.8,-17.0,372.0,580,69001,1698,70698,0.039,61.0,7850.9
ND,2005,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,242.4
ND,2005,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,668.8
ND,2005,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.0
ND,2006,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.0
ND,2006,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.45
ND,2006,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,8.6
ND,2006,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,8054.0
ND,2006,5,12.34,66.3,-17.0,344.0,580,69001,1698,70698,0.039,61.0,302.6
ND,2006,6,9.77,69.23,61.0,372.0,580,69001,1698,70698,0.039,61.0,1001.3
ND,2006,7,15.42,90.46,83.0,394.0,580,69001,1698,70698,0.039,61.0,10413.95
ND,2006,8,17.28,69.34,61.0,378.0,580,69001,1698,70698,0.039,61.0,1168.15
ND,2006,9,13.16,41.66,-39.0,322.0,580,69001,1698,70698,0.039,61.0,246.3
ND,2006,10,7.21,37.14,-28.0,267.0,580,69001,1698,70698,0.039,61.0,1058.0
ND,2006,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1397.0
ND,2006,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,56.0
ND,2007,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,107.03
ND,2007,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,9886.6
ND,2007,5,37.61,51.0,-11.0,317.0,580,69001,1698,70698,0.039,61.0,321.1
ND,2007,6,25.33,63.01,22.0,344.0,580,69001,1698,70698,0.039,61.0,13.5
ND,2007,7,19.84,77.94,61.0,422.0,580,69001,1698,70698,0.039,61.0,187.44
ND,2007,8,8.03,62.93,33.0,406.0,580,69001,1698,70698,0.039,61.0,3226.73
ND,2007,9,8.68,44.74,-44.0,378.0,580,69001,1698,70698,0.039,61.0,2364.8
ND,2007,10,3.37,31.59,-39.0,261.0,580,69001,1698,70698,0.039,61.0,1078.8
ND,2007,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1674.9
ND,2008,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.1
ND,2008,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.1
ND,2008,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,5057.4
ND,2008,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,15120.0
ND,2008,5,11.79,59.21,-50.0,300.0,580,69001,1698,70698,0.039,61.0,6309.3
ND,2008,6,25.83,58.9,22.0,339.0,580,69001,1698,70698,0.039,61.0,179.6
ND,2008,7,14.15,77.85,61.0,372.0,580,69001,1698,70698,0.039,61.0,2843.3
ND,2008,8,9.57,74.44,33.0,383.0,580,69001,1698,70698,0.039,61.0,303.15
ND,2008,9,32.21,28.25,6.0,294.0,580,69001,1698,70698,0.039,61.0,16.5
ND,2008,10,10.42,34.0,-111.0,261.0,580,69001,1698,70698,0.039,61.0,75.0
ND,2008,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,0.6
ND,2009,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,205.5
ND,2009,5,13.15,57.73,-61.0,300.0,580,69001,1698,70698,0.039,61.0,515.2
ND,2009,6,28.2,62.9,-17.0,344.0,580,69001,1698,70698,0.039,61.0,35.7
ND,2009,7,12.12,62.15,61.0,344.0,580,69001,1698,70698,0.039,61.0,60.0
ND,2009,8,18.2,49.2,44.0,356.0,580,69001,1698,70698,0.039,61.0,235.51
ND,2009,9,11.95,46.5,-17.0,344.0,580,69001,1698,70698,0.039,61.0,187.95
ND,2009,10,19.75,12.0,33.0,206.0,580,69001,1698,70698,0.039,61.0,156.6
ND,2009,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1917.7
ND,2010,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,28.4
ND,2010,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,2450.2
ND,2010,5,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,286.5
ND,2010,6,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,13.2
ND,2010,7,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,83.6
ND,2010,8,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,701.45
ND,2010,9,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,83.05
ND,2010,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,42.6
ND,2010,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,64.8
ND,2010,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,69001,1698,70698,0.039,61.0,1.0
NE,1992,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,351.3
NE,1992,4,3.62,48.46,-133.0,306.0,790,76824,524,77348,0.011000000000000001,73.0,361.3
NE,1992,5,12.39,72.03,-22.0,356.0,790,76824,524,77348,0.011000000000000001,73.0,511.0
NE,1992,6,30.27,60.76,33.0,328.0,790,76824,524,77348,0.011000000000000001,73.0,1.1
NE,1992,8,22.89,55.81,28.0,372.0,790,76824,524,77348,0.011000000000000001,73.0,0.2
NE,1992,9,14.74,57.86,-28.0,339.0,790,76824,524,77348,0.011000000000000001,73.0,2.2
NE,1993,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,0.5
NE,1993,4,9.71,44.76,-39.0,267.0,790,76824,524,77348,0.011000000000000001,73.0,108.9
NE,1993,7,54.31,66.0,61.0,383.0,790,76824,524,77348,0.011000000000000001,73.0,22.0
NE,1993,8,31.97,57.77,22.0,378.0,790,76824,524,77348,0.011000000000000001,73.0,5.2
NE,1993,9,19.71,41.84,-39.0,372.0,790,76824,524,77348,0.011000000000000001,73.0,5.2
NE,1993,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,31.7
NE,1994,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,2918.2
NE,1994,4,18.73,45.91,-89.0,328.0,790,76824,524,77348,0.011000000000000001,73.0,1891.8
NE,1994,5,9.99,69.62,-28.0,378.0,790,76824,524,77348,0.011000000000000001,73.0,9.0
NE,1994,6,22.72,78.72,33.0,383.0,790,76824,524,77348,0.011000000000000001,73.0,910.2
NE,1994,7,40.34,75.75,56.0,372.0,790,76824,524,77348,0.011000000000000001,73.0,59.5
NE,1994,8,19.38,68.14,50.0,406.0,790,76824,524,77348,0.011000000000000001,73.0,301.2
NE,1994,9,10.76,56.62,0.0,367.0,790,76824,524,77348,0.011000000000000001,73.0,740.1
NE,1994,10,13.87,43.17,-39.0,311.0,790,76824,524,77348,0.011000000000000001,73.0,20.0
NE,1994,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,19.5
NE,1995,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,9410.3
NE,1995,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,790,76824,524,77348,0.011000000000000001,73.0,82.5
NE,1995,4,15.98,41.77,-61.0,278.0,790,76824,524,77348,0.011000000000000001,73.0,7055.0
NE,1995,5,44.08,37.87,-28.0,289.0,790,76824,524,77348,0.011000000000000001,73.0,0.2
